CustomerID,Recency,Frequency,Monetary,R,F,M,RFMGroup,RFMScore,RFM_Loyalty_Level,Cluster,Color
12963.0,9,12,3601.59,1,1,1,111,3,Bronze,0,red
12964.0,438,1,132.24,4,4,4,444,12,Platinum,1,green
12965.0,90,1,771.91,2,4,3,243,9,Gold,2,blue
12966.0,10,1,160.18,1,4,4,144,9,Gold,2,blue
12967.0,359,3,4306.92,3,3,1,331,7,Silver,3,yellow
12968.0,113,1,135.95,3,4,4,344,11,Platinum,1,green
12969.0,603,1,122.45,4,4,4,444,12,Platinum,1,green
12970.0,8,10,1524.97,1,1,2,112,4,Bronze,0,red
12971.0,4,116,15972.79,1,1,1,111,3,Bronze,0,red
12972.0,414,4,1161.2,4,2,2,422,8,Silver,3,yellow
12973.0,414,1,385.55,4,4,3,443,11,Platinum,1,green
12974.0,198,2,408.95,3,3,3,333,9,Gold,1,green
12975.0,437,6,2100.09,4,2,2,422,8,Silver,3,yellow
12976.0,212,8,3156.38,3,1,1,311,5,Bronze,3,yellow
12977.0,157,4,517.63,3,2,3,323,8,Silver,3,yellow
12978.0,386,5,2502.82,4,2,1,421,7,Silver,3,yellow
12980.0,158,21,16245.78,3,1,1,311,5,Bronze,0,red
12981.0,30,2,372.21999999999997,2,3,3,233,8,Silver,2,blue
12982.0,243,8,2744.81,3,1,1,311,5,Bronze,3,yellow
12983.0,599,1,490.08000000000004,4,4,3,443,11,Platinum,1,green
12984.0,19,1,97.5,1,4,4,144,9,Gold,2,blue
12985.0,1,2,1239.38,1,3,2,132,6,Silver,2,blue
12986.0,429,10,2729.84,4,1,1,411,6,Silver,3,yellow
12987.0,74,5,1312.21,2,2,2,222,6,Silver,3,yellow
12988.0,293,1,535.32,3,4,3,343,10,Gold,1,green
12989.0,4,33,13551.75,1,1,1,111,3,Bronze,0,red
12990.0,32,7,955.5,2,2,2,222,6,Silver,2,blue
12991.0,24,3,764.82,1,3,3,133,7,Silver,2,blue
12992.0,726,1,93.35000000000001,4,4,4,444,12,Platinum,1,green
12993.0,24,8,1259.6299999999999,1,1,2,112,4,Bronze,2,blue
12994.0,5,3,974.4200000000001,1,3,2,132,6,Silver,2,blue
12995.0,86,1,211.32,2,4,4,244,10,Gold,1,green
12996.0,376,1,355.5,3,4,3,343,10,Gold,1,green
12997.0,23,8,2110.91,1,1,2,112,4,Bronze,0,red
12998.0,493,3,920.08,4,3,2,432,9,Gold,3,yellow
12999.0,197,3,455.88,3,3,3,333,9,Gold,1,green
13000.0,107,4,1032.5,3,2,2,322,7,Silver,3,yellow
13001.0,5,33,24172.100000000002,1,1,1,111,3,Bronze,0,red
13002.0,319,3,414.13,3,3,3,333,9,Gold,1,green
13003.0,106,3,149.05,3,3,4,334,10,Gold,1,green
13004.0,12,36,11650.85,1,1,1,111,3,Bronze,0,red
13005.0,174,4,999.68,3,2,2,322,7,Silver,3,yellow
13006.0,57,1,81.57,2,4,4,244,10,Gold,1,green
13007.0,580,1,175.25,4,4,4,444,12,Platinum,1,green
13008.0,324,3,612.13,3,3,3,333,9,Gold,3,yellow
13009.0,673,1,234.0,4,4,4,444,12,Platinum,1,green
13010.0,375,2,330.12,3,3,4,334,10,Gold,1,green
13011.0,373,1,101.10000000000001,3,4,4,344,11,Platinum,1,green
13012.0,10,11,2972.83,1,1,1,111,3,Bronze,0,red
13013.0,2,29,12625.77,1,1,1,111,3,Bronze,0,red
13014.0,11,11,5381.08,1,1,1,111,3,Bronze,0,red
13015.0,54,11,6586.42,2,1,1,211,4,Bronze,0,red
13016.0,74,3,789.89,2,3,3,233,8,Silver,2,blue
13017.0,8,1,204.0,1,4,4,144,9,Gold,2,blue
13018.0,17,35,9763.16,1,1,1,111,3,Bronze,0,red
13019.0,380,6,1229.95,3,2,2,322,7,Silver,3,yellow
13020.0,563,2,618.96,4,3,3,433,10,Gold,1,green
13021.0,5,17,4887.24,1,1,1,111,3,Bronze,0,red
13023.0,65,3,1449.03,2,3,2,232,7,Silver,3,yellow
13024.0,471,2,555.87,4,3,3,433,10,Gold,1,green
13025.0,732,1,323.39,4,4,4,444,12,Platinum,1,green
13026.0,2,9,1733.08,1,1,2,112,4,Bronze,0,red
13027.0,114,19,17335.2,3,1,1,311,5,Bronze,0,red
13028.0,23,2,661.3199999999999,1,3,3,133,7,Silver,2,blue
13029.0,31,5,1927.3,2,2,2,222,6,Silver,2,blue
13030.0,12,2,1227.22,1,3,2,132,6,Silver,2,blue
13031.0,408,5,3419.27,4,2,1,421,7,Silver,3,yellow
13032.0,53,9,2843.55,2,1,1,211,4,Bronze,0,red
13033.0,358,2,220.55,3,3,4,334,10,Gold,1,green
13034.0,55,3,922.68,2,3,2,232,7,Silver,2,blue
13035.0,74,3,1364.2,2,3,2,232,7,Silver,3,yellow
13036.0,685,1,307.1,4,4,4,444,12,Platinum,1,green
13037.0,139,12,3914.9500000000003,3,1,1,311,5,Bronze,3,yellow
13038.0,81,3,908.46,2,3,2,232,7,Silver,3,yellow
13039.0,585,4,1010.73,4,2,2,422,8,Silver,3,yellow
13040.0,9,2,676.99,1,3,3,133,7,Silver,2,blue
13041.0,451,4,799.13,4,2,3,423,9,Gold,3,yellow
13042.0,599,3,1556.54,4,3,2,432,9,Gold,3,yellow
13043.0,274,1,516.42,3,4,3,343,10,Gold,1,green
13044.0,292,11,4853.9,3,1,1,311,5,Bronze,3,yellow
13045.0,100,3,808.92,3,3,3,333,9,Gold,3,yellow
13046.0,31,3,949.25,2,3,2,232,7,Silver,2,blue
13047.0,32,24,8795.16,2,1,1,211,4,Bronze,0,red
13048.0,15,9,4084.21,1,1,1,111,3,Bronze,0,red
13049.0,65,4,1408.24,2,2,2,222,6,Silver,3,yellow
13050.0,15,35,12344.53,1,1,1,111,3,Bronze,0,red
13051.0,579,2,155.8,4,3,4,434,11,Platinum,1,green
13052.0,213,7,3168.53,3,2,1,321,6,Silver,3,yellow
13053.0,622,1,127.65,4,4,4,444,12,Platinum,1,green
13055.0,79,4,2321.11,2,2,1,221,5,Bronze,3,yellow
13056.0,552,1,209.48,4,4,4,444,12,Platinum,1,green
13057.0,531,3,722.09,4,3,3,433,10,Gold,3,yellow
13058.0,25,3,271.40000000000003,1,3,4,134,8,Silver,2,blue
13059.0,250,10,2303.17,3,1,1,311,5,Bronze,3,yellow
13060.0,254,1,307.53,3,4,4,344,11,Platinum,1,green
13061.0,73,1,248.61,2,4,4,244,10,Gold,1,green
13062.0,192,1,346.98,3,4,3,343,10,Gold,1,green
13063.0,481,1,188.4,4,4,4,444,12,Platinum,1,green
13064.0,13,6,1680.74,1,2,2,122,5,Bronze,2,blue
13065.0,374,5,1260.91,3,2,2,322,7,Silver,3,yellow
13066.0,25,2,470.8,1,3,3,133,7,Silver,2,blue
13067.0,83,3,508.51,2,3,3,233,8,Silver,2,blue
13068.0,11,2,344.0,1,3,3,133,7,Silver,2,blue
13069.0,1,38,9683.13,1,1,1,111,3,Bronze,0,red
13070.0,193,4,751.7,3,2,3,323,8,Silver,3,yellow
13071.0,613,1,129.22,4,4,4,444,12,Platinum,1,green
13072.0,267,1,177.15,3,4,4,344,11,Platinum,1,green
13073.0,412,2,418.08,4,3,3,433,10,Gold,1,green
13074.0,512,4,1378.74,4,2,2,422,8,Silver,3,yellow
13075.0,130,1,919.61,3,4,2,342,9,Gold,1,green
13076.0,458,1,135.4,4,4,4,444,12,Platinum,1,green
13077.0,2,11,3064.67,1,1,1,111,3,Bronze,0,red
13078.0,4,57,29532.45,1,1,1,111,3,Bronze,0,red
13079.0,5,6,419.18,1,2,3,123,6,Silver,2,blue
13080.0,180,4,280.73,3,2,4,324,9,Gold,1,green
13081.0,12,28,59205.15,1,1,1,111,3,Bronze,0,red
13082.0,127,21,7335.75,3,1,1,311,5,Bronze,0,red
13083.0,5,3,395.43,1,3,3,133,7,Silver,2,blue
13084.0,492,1,122.39999999999999,4,4,4,444,12,Platinum,1,green
13085.0,158,8,2433.28,3,1,1,311,5,Bronze,3,yellow
13086.0,383,1,439.33000000000004,4,4,3,443,11,Platinum,1,green
13087.0,727,1,313.64,4,4,4,444,12,Platinum,1,green
13088.0,418,1,236.11,4,4,4,444,12,Platinum,1,green
13089.0,3,203,116737.86,1,1,1,111,3,Bronze,0,red
13090.0,9,24,14103.09,1,1,1,111,3,Bronze,0,red
13091.0,29,3,2321.82,2,3,1,231,6,Silver,2,blue
13092.0,71,12,2140.28,2,1,2,212,5,Bronze,3,yellow
13093.0,276,55,54943.65,3,1,1,311,5,Bronze,0,red
13094.0,22,13,2433.1200000000003,1,1,1,111,3,Bronze,0,red
13095.0,71,1,74.39999999999999,2,4,4,244,10,Gold,1,green
13096.0,395,1,419.70000000000005,4,4,3,443,11,Platinum,1,green
13097.0,33,28,13389.22,2,1,1,211,4,Bronze,0,red
13098.0,2,28,28882.44,1,1,1,111,3,Bronze,0,red
13099.0,100,1,207.35999999999999,3,4,4,344,11,Platinum,1,green
13101.0,235,4,695.4,3,2,3,323,8,Silver,3,yellow
13102.0,2,37,11696.92,1,1,1,111,3,Bronze,0,red
13103.0,40,3,709.64,2,3,3,233,8,Silver,2,blue
13104.0,4,9,1709.1,1,1,2,112,4,Bronze,0,red
13105.0,437,1,72.0,4,4,4,444,12,Platinum,1,green
13106.0,134,2,603.46,3,3,3,333,9,Gold,1,green
13107.0,45,9,5253.07,2,1,1,211,4,Bronze,0,red
13108.0,373,2,1098.52,3,3,2,332,8,Silver,3,yellow
13109.0,60,3,1134.03,2,3,2,232,7,Silver,2,blue
13110.0,32,12,2957.4700000000003,2,1,1,211,4,Bronze,0,red
13111.0,719,1,321.88000000000005,4,4,4,444,12,Platinum,1,green
13112.0,542,1,20.6,4,4,4,444,12,Platinum,1,green
13113.0,1,37,18625.73,1,1,1,111,3,Bronze,0,red
13114.0,731,1,234.38,4,4,4,444,12,Platinum,1,green
13115.0,12,10,5494.7,1,1,1,111,3,Bronze,0,red
13116.0,139,1,501.14,3,4,3,343,10,Gold,1,green
13117.0,22,18,2643.81,1,1,1,111,3,Bronze,0,red
13118.0,20,9,2415.41,1,1,1,111,3,Bronze,0,red
13119.0,669,1,134.9,4,4,4,444,12,Platinum,1,green
13120.0,239,1,30.599999999999998,3,4,4,344,11,Platinum,1,green
13121.0,270,1,283.73,3,4,4,344,11,Platinum,1,green
13122.0,95,2,922.39,2,3,2,232,7,Silver,3,yellow
13123.0,473,2,506.75,4,3,3,433,10,Gold,1,green
13124.0,90,4,4782.45,2,2,1,221,5,Bronze,3,yellow
13125.0,524,1,158.57,4,4,4,444,12,Platinum,1,green
13126.0,5,13,3998.25,1,1,1,111,3,Bronze,0,red
13127.0,78,1,259.17,2,4,4,244,10,Gold,1,green
13128.0,632,1,263.5,4,4,4,444,12,Platinum,1,green
13129.0,453,2,233.25,4,3,4,434,11,Platinum,1,green
13130.0,95,1,64.0,2,4,4,244,10,Gold,1,green
13131.0,24,7,3313.77,1,2,1,121,4,Bronze,0,red
13132.0,262,1,77.3,3,4,4,344,11,Platinum,1,green
13133.0,274,3,200.45000000000002,3,3,4,334,10,Gold,1,green
13134.0,86,6,2475.23,2,2,1,221,5,Bronze,3,yellow
13135.0,197,2,3371.45,3,3,1,331,7,Silver,3,yellow
13136.0,57,13,6274.56,2,1,1,211,4,Bronze,0,red
13137.0,11,16,7712.7,1,1,1,111,3,Bronze,0,red
13138.0,23,7,1467.24,1,2,2,122,5,Bronze,2,blue
13139.0,17,8,8202.98,1,1,1,111,3,Bronze,0,red
13140.0,109,5,1215.68,3,2,2,322,7,Silver,3,yellow
13141.0,85,17,7668.58,2,1,1,211,4,Bronze,0,red
13142.0,20,1,307.09,1,4,4,144,9,Gold,2,blue
13143.0,585,1,405.1,4,4,3,443,11,Platinum,1,green
13144.0,333,2,135.35,3,3,4,334,10,Gold,1,green
13145.0,40,7,1423.52,2,2,2,222,6,Silver,3,yellow
13146.0,27,1,228.91,2,4,4,244,10,Gold,2,blue
13147.0,11,4,712.8000000000001,1,2,3,123,6,Silver,2,blue
13148.0,30,26,8621.81,2,1,1,211,4,Bronze,0,red
13149.0,15,4,1676.06,1,2,2,122,5,Bronze,2,blue
13150.0,485,3,449.96999999999997,4,3,3,433,10,Gold,1,green
13151.0,296,3,2580.7400000000002,3,3,1,331,7,Silver,3,yellow
13152.0,418,7,2146.38,4,2,2,422,8,Silver,3,yellow
13153.0,6,1,486.22,1,4,3,143,8,Silver,2,blue
13154.0,400,3,1624.84,4,3,2,432,9,Gold,3,yellow
13155.0,34,6,1750.18,2,2,2,222,6,Silver,2,blue
13156.0,386,3,1586.54,4,3,2,432,9,Gold,3,yellow
13157.0,50,9,5687.36,2,1,1,211,4,Bronze,0,red
13158.0,95,5,1508.18,2,2,2,222,6,Silver,3,yellow
13159.0,9,4,1437.85,1,2,2,122,5,Bronze,2,blue
13160.0,23,1,91.8,1,4,4,144,9,Gold,2,blue
13161.0,314,2,478.88,3,3,3,333,9,Gold,1,green
13162.0,123,16,9275.49,3,1,1,311,5,Bronze,0,red
13163.0,611,1,17.65,4,4,4,444,12,Platinum,1,green
13164.0,570,2,372.2,4,3,3,433,10,Gold,1,green
13165.0,47,3,1451.16,2,3,2,232,7,Silver,2,blue
13166.0,284,2,884.18,3,3,2,332,8,Silver,3,yellow
13167.0,19,5,1125.15,1,2,2,122,5,Bronze,2,blue
13168.0,37,5,1875.31,2,2,2,222,6,Silver,2,blue
13169.0,64,3,840.08,2,3,3,233,8,Silver,2,blue
13170.0,27,1,116.00999999999999,2,4,4,244,10,Gold,2,blue
13171.0,22,3,468.41,1,3,3,133,7,Silver,2,blue
13172.0,401,1,69.6,4,4,4,444,12,Platinum,1,green
13173.0,5,11,2639.35,1,1,1,111,3,Bronze,0,red
13174.0,17,12,9494.84,1,1,1,111,3,Bronze,0,red
13175.0,583,2,831.45,4,3,3,433,10,Gold,1,green
13176.0,47,1,492.84,2,4,3,243,9,Gold,2,blue
13177.0,65,2,512.2,2,3,3,233,8,Silver,2,blue
13178.0,27,21,14059.19,2,1,1,211,4,Bronze,0,red
13179.0,619,1,572.3100000000001,4,4,3,443,11,Platinum,1,green
13180.0,608,1,86.10000000000001,4,4,4,444,12,Platinum,1,green
13181.0,382,1,359.69,3,4,3,343,10,Gold,1,green
13182.0,46,1,121.18,2,4,4,244,10,Gold,1,green
13183.0,8,15,7036.18,1,1,1,111,3,Bronze,0,red
13184.0,15,10,1701.29,1,1,2,112,4,Bronze,0,red
13185.0,268,1,71.4,3,4,4,344,11,Platinum,1,green
13186.0,40,3,1575.89,2,3,2,232,7,Silver,2,blue
13187.0,338,4,367.01,3,2,3,323,8,Silver,1,green
13188.0,12,1,114.60000000000001,1,4,4,144,9,Gold,2,blue
13189.0,19,2,260.68,1,3,4,134,8,Silver,2,blue
13190.0,545,3,570.66,4,3,3,433,10,Gold,1,green
13191.0,659,1,164.69,4,4,4,444,12,Platinum,1,green
13192.0,96,6,2558.58,2,2,1,221,5,Bronze,3,yellow
13193.0,62,1,117.88,2,4,4,244,10,Gold,1,green
13194.0,136,2,472.78,3,3,3,333,9,Gold,1,green
13195.0,415,1,172.38,4,4,4,444,12,Platinum,1,green
13196.0,12,7,3068.84,1,2,1,121,4,Bronze,0,red
13197.0,610,1,373.01000000000005,4,4,3,443,11,Platinum,1,green
13198.0,11,8,4974.2300000000005,1,1,1,111,3,Bronze,0,red
13199.0,4,67,16432.89,1,1,1,111,3,Bronze,0,red
13200.0,20,4,870.09,1,2,2,122,5,Bronze,2,blue
13201.0,503,4,1240.6100000000001,4,2,2,422,8,Silver,3,yellow
13202.0,395,7,1580.3,4,2,2,422,8,Silver,3,yellow
13203.0,10,10,2648.25,1,1,1,111,3,Bronze,0,red
13204.0,732,1,966.6600000000001,4,4,2,442,10,Gold,1,green
13205.0,444,1,2803.2,4,4,1,441,9,Gold,3,yellow
13206.0,401,13,8377.32,4,1,1,411,6,Silver,3,yellow
13207.0,16,4,535.86,1,2,3,123,6,Silver,2,blue
13208.0,59,9,1988.5,2,1,2,212,5,Bronze,3,yellow
13209.0,31,13,8509.51,2,1,1,211,4,Bronze,0,red
13210.0,94,1,353.48,2,4,3,243,9,Gold,1,green
13211.0,11,10,2729.32,1,1,1,111,3,Bronze,0,red
13212.0,20,3,788.08,1,3,3,133,7,Silver,2,blue
13213.0,57,11,3851.52,2,1,1,211,4,Bronze,0,red
13214.0,418,7,3264.23,4,2,1,421,7,Silver,3,yellow
13215.0,403,1,81.6,4,4,4,444,12,Platinum,1,green
13216.0,268,1,333.74,3,4,4,344,11,Platinum,1,green
13217.0,123,4,666.48,3,2,3,323,8,Silver,3,yellow
13218.0,128,1,62.63999999999999,3,4,4,344,11,Platinum,1,green
13219.0,619,1,76.23,4,4,4,444,12,Platinum,1,green
13220.0,79,5,1336.0900000000001,2,2,2,222,6,Silver,3,yellow
13221.0,241,2,847.41,3,3,3,333,9,Gold,3,yellow
13222.0,578,1,88.5,4,4,4,444,12,Platinum,1,green
13223.0,201,6,969.1200000000001,3,2,2,322,7,Silver,3,yellow
13224.0,61,2,2155.95,2,3,2,232,7,Silver,3,yellow
13225.0,4,16,16260.07,1,1,1,111,3,Bronze,0,red
13226.0,274,2,312.46,3,3,4,334,10,Gold,1,green
13227.0,202,1,257.7,3,4,4,344,11,Platinum,1,green
13228.0,82,1,358.0,2,4,3,243,9,Gold,1,green
13229.0,226,1,160.95,3,4,4,344,11,Platinum,1,green
13230.0,5,30,6360.78,1,1,1,111,3,Bronze,0,red
13232.0,13,7,1357.6,1,2,2,122,5,Bronze,2,blue
13233.0,75,4,1176.46,2,2,2,222,6,Silver,3,yellow
13234.0,673,2,356.95,4,3,3,433,10,Gold,1,green
13235.0,213,1,1031.07,3,4,2,342,9,Gold,1,green
13236.0,25,2,744.85,1,3,3,133,7,Silver,2,blue
13237.0,388,1,643.0,4,4,3,443,11,Platinum,1,green
13238.0,18,6,1006.63,1,2,2,122,5,Bronze,2,blue
13239.0,262,5,1594.69,3,2,2,322,7,Silver,3,yellow
